Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,name_norm,match_type
1297,Kevin Kampl,si SVN,MDC,RB Leipzig,de Bundesliga,32.0,1990.0,26,14,1363,15.1,1,0,1,1,0,0,3,0,0.2,0.2,1.8,2.0,28.0,88.0,27.0,0.07,0.0,0.07,0.07,0.07,0.01,0.12,0.13,0.01,0.13,kevin kampl,exact
1298,Harry Kane,eng ENG,ATT,Bayern Munich,de Bundesliga,30.0,1993.0,32,32,2839,31.5,36,8,44,31,5,5,2,0,30.6,26.7,6.4,33.0,36.0,102.0,164.0,1.14,0.25,1.39,0.98,1.24,0.97,0.2,1.17,0.85,1.05,harry kane,exact
1299,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,22.0,2001.0,23,18,1464,16.3,3,4,7,3,0,0,2,0,1.5,1.5,2.3,3.7,50.0,103.0,150.0,0.18,0.25,0.43,0.18,0.43,0.09,0.14,0.23,0.09,0.23,lee kang-in,original
1300,Yann Karamoh,fr FRA,BU,Torino,it Serie A,25.0,1998.0,10,1,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,11.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,yann karamoh,exact
1301,Yann Karamoh,fr FRA,BU,Montpellier,fr Ligue 1,25.0,1998.0,12,1,284,3.2,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,7.0,3.0,28.0,0.32,0.0,0.32,0.32,0.32,0.26,0.06,0.32,0.26,0.32,yann karamoh,exact
1302,Atakan Karazor,de GER,MDC,Stuttgart,de Bundesliga,26.0,1996.0,33,31,2623,29.1,0,4,4,0,0,0,9,0,1.0,1.0,2.6,3.6,24.0,142.0,31.0,0.0,0.14,0.14,0.0,0.14,0.04,0.09,0.13,0.03,0.12,atakan karazor,exact
1303,Ayman Kari,fr FRA,MOC,Lorient,fr Ligue 1,18.0,2004.0,14,12,893,9.9,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.5,22.0,37.0,53.0,0.1,0.1,0.2,0.1,0.2,0.06,0.08,0.15,0.06,0.15,ayman kari,exact
1304,Emir Karic,at AUT,MG,Darmstadt 98,de Bundesliga,26.0,1997.0,27,18,1783,19.8,0,0,0,0,0,0,4,0,0.4,0.4,1.3,1.7,56.0,115.0,85.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,emir karic,exact
1305,Loris Karius,de GER,G,Newcastle Utd,eng Premier League,30.0,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loris karius,exact
1306,Jesper Karlsson,se SWE,AG,Bologna,it Serie A,25.0,1998.0,7,4,344,3.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,13.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19,jesper karlsson,exact
1307,Jon Karrikaburu,es ESP,ATT,Alavés,es La Liga,20.0,2002.0,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jon karrikaburu,exact
1308,Rick Karsdorp,nl NED,MD,Roma,it Serie A,28.0,1995.0,18,14,1191,13.2,0,2,2,0,0,0,2,0,0.4,0.4,2.2,2.7,12.0,33.0,71.0,0.0,0.15,0.15,0.0,0.15,0.03,0.17,0.2,0.03,0.2,rick karsdorp,exact
1309,Grigoris Kastanos,cy CYP,MOC,Salernitana,it Serie A,25.0,1998.0,26,18,1480,16.4,3,3,6,3,0,0,5,0,2.9,2.9,2.8,5.7,28.0,78.0,69.0,0.18,0.18,0.36,0.18,0.36,0.17,0.17,0.35,0.17,0.35,grigoris kastanos,exact
1310,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,24.0,1998.0,27,8,900,10.0,5,2,7,5,0,1,0,0,5.7,4.9,2.3,7.2,49.0,25.0,130.0,0.5,0.2,0.7,0.5,0.7,0.57,0.23,0.8,0.49,0.72,silas katompa,original
1311,Panos Katseris,gr GRE,MD,Lorient,fr Ligue 1,22.0,2001.0,15,13,1041,11.6,1,1,2,1,0,0,4,0,2.1,2.1,0.8,2.9,24.0,21.0,86.0,0.09,0.09,0.17,0.09,0.17,0.18,0.07,0.25,0.18,0.25,panos katseris,exact
1312,Mikkel Kaufmann,dk DEN,FW,Union Berlin,de Bundesliga,22.0,2001.0,18,4,486,5.4,1,0,1,1,0,0,0,0,1.3,1.3,1.0,2.3,6.0,11.0,34.0,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.42,0.24,0.42,mikkel kaufmann,original
1313,Michael Kayode,it ITA,DD,Fiorentina,it Serie A,19.0,2004.0,26,22,2058,22.9,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,45.0,80.0,102.0,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,michael kayode,exact
1314,Moise Kean,it ITA,ATT,Juventus,it Serie A,23.0,2000.0,19,8,654,7.3,0,0,0,0,0,0,2,0,2.1,2.1,0.7,2.8,12.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,moise kean,exact
1315,Michael Keane,eng ENG,DC,Everton,eng Premier League,30.0,1993.0,9,4,439,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,4.0,14.0,3.0,0.21,0.0,0.21,0.21,0.21,0.14,0.0,0.14,0.14,0.14,michael keane,exact
1316,Ibrahima Kebe,ml MLI,MIL,Girona,es La Liga,22.0,2000.0,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ibrahima kebe,exact
1317,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19.0,2004.0,8,7,521,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,kevin keben biakolo,original
1318,Yassine Kechta,ma MAR,MC,Le Havre,fr Ligue 1,21.0,2002.0,32,21,1849,20.5,2,1,3,2,0,0,4,0,1.6,1.6,2.2,3.8,41.0,122.0,67.0,0.1,0.05,0.15,0.1,0.15,0.08,0.11,0.19,0.08,0.19,yassine kechta,exact
1319,Thilo Kehrer,de GER,DEF,West Ham,eng Premier League,26.0,1996.0,4,0,22,0.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thilo kehrer,exact
1320,Thilo Kehrer,de GER,DEF,Monaco,fr Ligue 1,26.0,1996.0,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.7,0.7,1.1,1.8,13.0,90.0,16.0,0.07,0.07,0.14,0.07,0.14,0.05,0.07,0.12,0.05,0.12,thilo kehrer,exact
1321,Habib Keita,ml MLI,MC,Clermont Foot,fr Ligue 1,21.0,2002.0,27,12,1278,14.2,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,9.0,53.0,23.0,0.07,0.0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09,habib keita,exact
1322,Naby Keïta,gn GUI,MIL,Werder Bremen,de Bundesliga,28.0,1995.0,5,1,109,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,naby keita,exact
1323,Yannik Keitel,de GER,DC,Freiburg,de Bundesliga,23.0,2000.0,15,11,920,10.2,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,4.0,48.0,7.0,0.1,0.0,0.1,0.1,0.1,0.07,0.04,0.11,0.07,0.11,yannik keitel,exact
1324,Caoimhín Kelleher,ie IRL,G,Liverpool,eng Premier League,24.0,1998.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,caoimhin kelleher,exact
1325,Thomas Keller,de GER,MIL,Heidenheim,de Bundesliga,23.0,1999.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thomas keller,lastname:thomas leon keller
1326,Lloyd Kelly,eng ENG,DG,Bournemouth,eng Premier League,24.0,1998.0,23,17,1559,17.3,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.6,15.0,56.0,28.0,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.09,0.02,0.09,lloyd kelly,exact
1327,Omari Kellyman,eng ENG,MIL,Aston Villa,eng Premier League,17.0,2005.0,2,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,omari kellyman,exact
1328,Aljoscha Kemlein,de GER,MIL,Union Berlin,de Bundesliga,18.0,2004.0,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,aljoscha kemlein,exact
1329,Tobias Kempe,de GER,MC,Darmstadt 98,de Bundesliga,34.0,1989.0,24,15,1350,15.0,3,2,5,0,3,3,1,0,3.6,1.2,2.1,3.3,15.0,44.0,46.0,0.2,0.13,0.33,0.0,0.13,0.24,0.14,0.38,0.08,0.22,tobias kempe,exact
1330,Milos Kerkez,hu HUN,DG,Bournemouth,eng Premier League,19.0,2003.0,28,22,1970,21.9,0,1,1,0,0,0,4,1,1.2,1.2,0.8,2.0,46.0,44.0,93.0,0.0,0.05,0.05,0.0,0.05,0.06,0.04,0.09,0.06,0.09,milos kerkez,exact
1331,Kaine Kesler-Hayden,eng ENG,DEF,Aston Villa,eng Premier League,20.0,2002.0,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kaine kesler-hayden,exact
1332,Reda Khadra,de GER,MIL,Reims,fr Ligue 1,22.0,2001.0,29,14,1368,15.2,1,3,4,1,0,0,1,0,1.8,1.8,3.5,5.4,35.0,40.0,110.0,0.07,0.2,0.26,0.07,0.26,0.12,0.23,0.35,0.12,0.35,reda khadra,exact
1333,Wahbi Khazri,tn TUN,AG,Montpellier,fr Ligue 1,32.0,1991.0,25,13,1131,12.6,1,0,1,1,0,0,6,0,3.3,3.3,1.2,4.5,27.0,33.0,76.0,0.08,0.0,0.08,0.08,0.08,0.26,0.1,0.36,0.26,0.36,wahbi khazri,exact
1334,Rani Khedira,de GER,MC,Union Berlin,de Bundesliga,29.0,1994.0,20,18,1343,14.9,0,0,0,0,0,0,5,1,0.4,0.4,0.1,0.5,6.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,rani khedira,exact
1335,Abdukodir Khusanov,uz UZB,DC,Lens,fr Ligue 1,19.0,2004.0,11,9,809,9.0,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.2,5.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,abdukodir khusanov,exact
1336,Kiké,es ESP,"FW,MF",Alavés,es La Liga,33.0,1989.0,33,15,1423,15.8,3,2,5,3,0,1,3,0,7.7,6.9,2.0,8.9,18.0,32.0,97.0,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56,kike,original
1337,Luca Kilian,de GER,DC,Köln,de Bundesliga,23.0,1999.0,13,6,635,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,luca kilian,exact
1338,Max Kilman,eng ENG,DC,Wolves,eng Premier League,26.0,1997.0,38,38,3420,38.0,2,0,2,2,0,0,7,0,1.8,1.8,1.4,3.2,22.0,117.0,5.0,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08,max kilman,exact
1339,Joshua Kimmich,de GER,MDC,Bayern Munich,de Bundesliga,28.0,1995.0,28,27,2176,24.2,1,6,7,1,0,0,1,1,1.1,1.1,7.1,8.3,56.0,229.0,114.0,0.04,0.25,0.29,0.04,0.29,0.05,0.3,0.34,0.05,0.34,joshua kimmich,exact
1340,Jakub Kiwior,pl POL,DG,Arsenal,eng Premier League,23.0,2000.0,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4.0,55.0,16.0,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,jakub kiwior,exact
1341,Simon Kjær,dk DEN,DC,Milan,it Serie A,34.0,1989.0,20,14,1171,13.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,4.0,52.0,0.0,0.0,0.08,0.08,0.0,0.08,0.04,0.06,0.1,0.04,0.1,simon kjær,exact
1342,Davy Klaassen,nl NED,MC,Inter,it Serie A,30.0,1993.0,13,1,206,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,davy klaassen,exact
1343,Christoph Klarer,at AUT,DC,Darmstadt 98,de Bundesliga,23.0,2000.0,30,28,2354,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9.0,64.0,11.0,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08,christoph klarer,exact
1344,Tim Kleindienst,de GER,BU,Heidenheim,de Bundesliga,27.0,1995.0,33,33,2869,31.9,12,3,15,10,2,2,6,0,13.9,12.3,3.3,15.6,40.0,73.0,178.0,0.38,0.09,0.47,0.31,0.41,0.44,0.1,0.54,0.39,0.49,tim kleindienst,exact
1345,Lukas Klostermann,de GER,DC,RB Leipzig,de Bundesliga,27.0,1996.0,25,16,1436,16.0,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,14.0,90.0,13.0,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,lukas klostermann,exact
1346,Justin Kluivert,nl NED,MOC,Bournemouth,eng Premier League,24.0,1999.0,32,26,1916,21.3,7,1,8,7,0,0,5,0,6.2,6.2,1.9,8.1,65.0,50.0,114.0,0.33,0.05,0.38,0.33,0.38,0.29,0.09,0.38,0.29,0.38,justin kluivert,exact
1347,Ansgar Knauff,de GER,MOC,Eint Frankfurt,de Bundesliga,21.0,2002.0,31,24,2109,23.4,7,2,9,7,0,0,7,1,5.7,5.7,2.3,8.0,77.0,57.0,164.0,0.3,0.09,0.38,0.3,0.38,0.24,0.1,0.34,0.24,0.34,ansgar knauff,exact
1348,Robin Knoche,de GER,DC,Union Berlin,de Bundesliga,31.0,1992.0,24,20,1917,21.3,1,0,1,1,0,1,1,0,1.2,0.4,0.3,0.7,2.0,71.0,2.0,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.07,0.02,0.03,robin knoche,exact
1349,Gregor Kobel,ch SUI,G,Dortmund,de Bundesliga,25.0,1997.0,27,27,2365,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gregor kobel,exact
1350,Robin Koch,de GER,DC,Eint Frankfurt,de Bundesliga,27.0,1996.0,31,31,2738,30.4,2,0,2,2,0,0,10,0,3.1,3.1,0.2,3.3,14.0,116.0,3.0,0.07,0.0,0.07,0.07,0.07,0.1,0.01,0.11,0.1,0.11,robin koch,exact
1351,Philipp Köhn,ch SUI,G,Monaco,fr Ligue 1,25.0,1998.0,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,philipp kohn,exact
1352,Dominik Kohr,de GER,DC,Mainz 05,de Bundesliga,29.0,1994.0,31,27,2184,24.3,1,0,1,1,0,0,15,1,1.6,1.6,1.2,2.8,19.0,99.0,26.0,0.04,0.0,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12,dominik kohr,exact
1353,Koke,es ESP,MC,Atlético Madrid,es La Liga,31.0,1992.0,35,32,2493,27.7,0,4,4,0,0,0,5,0,0.4,0.4,3.6,4.1,26.0,212.0,26.0,0.0,0.14,0.14,0.0,0.14,0.02,0.13,0.15,0.02,0.15,koke,exact
1354,Sead Kolašinac,ba BIH,DC,Atalanta,it Serie A,30.0,1993.0,30,25,2178,24.2,1,0,1,1,0,0,4,0,1.3,1.3,1.1,2.4,32.0,94.0,30.0,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,sead kolasinac,exact
1355,Luca Koleosho,it ITA,MG,Burnley,eng Premier League,18.0,2004.0,15,13,974,10.8,1,1,2,1,0,0,0,0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,luca koleosho,exact
1356,Randal Kolo Muani,fr FRA,BU,Paris S-G,fr Ligue 1,24.0,1998.0,26,13,1268,14.1,6,5,11,6,0,0,1,0,6.1,6.1,3.3,9.4,36.0,42.0,125.0,0.43,0.35,0.78,0.43,0.78,0.43,0.23,0.66,0.43,0.66,randal kolo muani,exact
1357,Randal Kolo Muani,fr FRA,BU,Eint Frankfurt,de Bundesliga,24.0,1998.0,2,2,153,1.7,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,6.0,3.0,9.0,0.59,0.0,0.59,0.59,0.59,0.77,0.0,0.77,0.77,0.77,randal kolo muani,exact
1358,Mert Kömür,de GER,MOC,Augsburg,de Bundesliga,18.0,2005.0,4,1,118,1.3,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,7.0,4.0,9.0,0.76,0.0,0.76,0.76,0.76,0.15,0.02,0.17,0.15,0.17,mert komur,exact
1359,Cheick Konaté,ml MLI,DF,Clermont Foot,fr Ligue 1,19.0,2004.0,19,12,1068,11.9,1,1,2,1,0,0,4,0,0.5,0.5,1.6,2.1,22.0,37.0,86.0,0.08,0.08,0.17,0.08,0.17,0.04,0.13,0.18,0.04,0.18,cheick konate,original
1360,Ibrahima Konaté,fr FRA,DC,Liverpool,eng Premier League,24.0,1999.0,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,24.0,118.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,ibrahima konate,exact
1361,Geoffrey Kondogbia,cf CTA,MC,Marseille,fr Ligue 1,30.0,1993.0,26,15,1463,16.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,7.0,93.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,geoffrey kondogbia,exact
1362,Abdoul Koné,fr FRA,DD,Reims,fr Ligue 1,18.0,2005.0,3,3,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,abdoul kone,exact
1363,Amadou Koné,ml MLI,MC,Reims,fr Ligue 1,18.0,2005.0,16,4,475,5.3,0,0,0,0,0,0,4,1,0.3,0.3,0.2,0.4,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,amadou kone,exact
1364,Ibrahima Koné,ml MLI,ATT,Almería,es La Liga,24.0,1999.0,9,2,277,3.1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,ibrahima kone,exact
1365,Ibrahima Koné,ml MLI,ATT,Lorient,fr Ligue 1,24.0,1999.0,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ibrahima kone,exact
1366,Manu Koné,fr FRA,MC,Gladbach,de Bundesliga,22.0,2001.0,22,18,1561,17.3,1,0,1,1,0,0,4,1,1.2,1.2,1.2,2.4,42.0,70.0,56.0,0.06,0.0,0.06,0.06,0.06,0.07,0.07,0.14,0.07,0.14,manu kone,exact
1367,Ezri Konsa,eng ENG,DD,Aston Villa,eng Premier League,25.0,1997.0,35,35,3069,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3.0,37.0,136.0,33.0,0.03,0.0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,ezri konsa,exact
1368,Teun Koopmeiners,nl NED,MOC,Atalanta,it Serie A,25.0,1998.0,34,29,2627,29.2,12,5,17,10,2,2,5,0,6.5,5.0,5.9,10.9,79.0,169.0,190.0,0.41,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37,teun koopmeiners,exact
1369,Odilon Kossonou,ci CIV,DC,Leverkusen,de Bundesliga,22.0,2001.0,22,21,1811,20.1,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,48.0,141.0,23.0,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,odilon kossonou,fuzzy:odilon kossounou
1370,Filip Kostić,rs SRB,MG,Juventus,it Serie A,30.0,1992.0,29,26,1815,20.2,0,4,4,0,0,0,2,0,0.7,0.7,5.4,6.1,64.0,88.0,95.0,0.0,0.2,0.2,0.0,0.2,0.03,0.27,0.3,0.03,0.3,filip kostic,exact
1371,Christian Kouamé,ci CIV,AG,Fiorentina,it Serie A,25.0,1997.0,23,11,1089,12.1,2,1,3,2,0,0,0,0,1.9,1.9,1.8,3.7,12.0,41.0,110.0,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31,christian kouame,exact
1372,Rominigue Kouamé,ml MLI,MC,Cádiz,es La Liga,26.0,1996.0,16,9,821,9.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,16.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,rominigue kouame,exact
1373,Koffi Kouao,ci CIV,DD,Metz,fr Ligue 1,25.0,1998.0,13,10,860,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,10.0,29.0,29.0,0.0,0.21,0.21,0.0,0.21,0.02,0.16,0.18,0.02,0.18,koffi kouao,exact
1374,Tomáš Koubek,cz CZE,G,Augsburg,de Bundesliga,30.0,1992.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tomas koubek,exact
1375,Therence Koudou,fr FRA,DD,Reims,fr Ligue 1,18.0,2004.0,9,3,314,3.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,8.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,therence koudou,exact
1376,Jules Koundé,fr FRA,DD,Barcelona,es La Liga,24.0,1998.0,35,32,2899,32.2,1,2,3,1,0,0,4,0,2.0,2.0,2.2,4.2,67.0,245.0,64.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,jules kounde,exact
1377,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26.0,1997.0,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.8,0.8,1.3,2.1,4.0,58.0,3.0,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,boubakar kouyate,original
1378,Cheikhou Kouyaté,sn SEN,MC,Nott'ham Forest,eng Premier League,33.0,1989.0,12,2,212,2.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,cheikhou kouyate,exact
1379,Mateo Kovačić,hr CRO,MDC,Manchester City,eng Premier League,29.0,1994.0,30,16,1551,17.2,1,0,1,1,0,0,4,0,1.3,1.3,1.6,2.9,37.0,100.0,38.0,0.06,0.0,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17,mateo kovacic,exact
1380,Viktor Kovalenko,ua UKR,MC,Empoli,it Serie A,27.0,1996.0,17,4,613,6.8,1,1,2,1,0,0,1,0,0.9,0.9,0.8,1.7,4.0,20.0,24.0,0.15,0.15,0.29,0.15,0.29,0.14,0.12,0.25,0.14,0.25,viktor kovalenko,exact
1381,Matej Kovar,cz CZE,G,Leverkusen,de Bundesliga,23.0,2000.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,matej kovar,exact
1382,Dawid Kownacki,pl POL,BU,Werder Bremen,de Bundesliga,26.0,1997.0,22,3,380,4.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.6,5.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.39,0.31,0.39,dawid kownacki,exact
1383,Emil Krafth,se SWE,DC,Newcastle Utd,eng Premier League,28.0,1994.0,17,8,913,10.1,0,0,0,0,0,0,2,0,0.2,0.2,1.0,1.2,12.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,emil krafth,exact
1384,Alex Král,cz CZE,MC,Union Berlin,de Bundesliga,25.0,1998.0,24,13,1370,15.2,0,0,0,0,0,0,2,0,1.7,1.7,0.4,2.0,15.0,44.0,41.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,alex kral,exact
1385,Andrej Kramarić,hr CRO,MOC,Hoffenheim,de Bundesliga,32.0,1991.0,30,25,2199,24.4,15,6,21,10,5,5,4,0,11.1,7.1,7.3,14.5,71.0,119.0,175.0,0.61,0.25,0.86,0.41,0.65,0.45,0.3,0.75,0.29,0.59,andrej kramaric,exact
1386,Christoph Kramer,de GER,MC,Gladbach,de Bundesliga,32.0,1991.0,14,1,249,2.8,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,10.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,christoph kramer,exact
1387,Frans Krätzig,de GER,MIL,Bayern Munich,de Bundesliga,20.0,2003.0,4,0,56,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.84,0.42,0.84,frans kratzig,exact
1388,Tom Krauß,de GER,MC,Mainz 05,de Bundesliga,22.0,2001.0,29,13,1346,15.0,1,2,3,1,0,0,5,0,0.8,0.8,0.4,1.2,12.0,68.0,29.0,0.07,0.13,0.2,0.07,0.2,0.05,0.03,0.08,0.05,0.08,tom krauss,exact
